ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
1424,3453.127733,Central,Rural,6,Banks or other financial institutions,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,18,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1425,3453.127733,Central,Rural,3,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,Don't know,21,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Self employed,21 - 25 yrs
1426,3453.127733,Central,Rural,1,Community groups/society,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Below GH¢200 per month,25,Female,Yes,Never married,Informal,Credit from informal sources,Saving at home,Remiting through family and friends,Secondary education,Formally employed Private,21 - 25 yrs
1427,3453.127733,Central,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,38,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Secondary education,Self employed,36 - 40 yrs
1428,3453.127733,Central,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Not answered/Missing data,Never had,Not answered/Missing data,Not answered/Missing data,Not answered/Missing data,No,,,Bank,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I receive most of my income from selling food that I grow or,Some,,GH¢201 - GH¢400 per month,Below GH¢200 per month,34,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Farming and Fishing,31 - 35 yrs
1429,3805.866577,Central,Rural,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,72,Female,Yes,Widowed,Informal,Credit from informal sources,Saving informally,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1431,3354.93454,Central,Rural,1,Radio,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,Below GH¢200 per month,49,Male,Yes,Married,Other formal (non-bank),Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,46+ yrs
1433,3556.634907,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,,Bank,Taxi,No,,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,29,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,Secondary education,Self employed,26 - 30 yrs
1434,3556.634907,Central,Rural,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,51,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Self employed,46+ yrs
1435,3805.866577,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,Don't know,27,Female,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,26 - 30 yrs
1436,3805.866577,Central,Rural,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Refused to answer,Refused to answer,71,Male,Yes,Divorced,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,46+ yrs
1437,3556.634907,Central,Rural,1,Broker /Representative from a financial institution,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,I walk,No,Under 10 minutes,Yes,Susu collector / group,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢201 - GH¢400 per month,35,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed,31 - 35 yrs
1438,3354.93454,Central,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,They come to me,,,Yes,Bank,Yes,I received most of my income as money,Some,,Don't know,Don't know,53,Male,Yes,Never married,Banked,Credit from informal sources,Saving at bank,Not remitting,No formal education,Self employed,46+ yrs
1439,3354.93454,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks have inconvenient hours of operation,None of these,,,,No,,No,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,GH¢201 - GH¢400 per month,23,Female,No,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,21 - 25 yrs
1440,3805.866577,Central,Rural,2,Radio,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,69,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Informally employed,46+ yrs
1441,2268.882038,Central,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Refused to answer,Refused to answer,45,Female,Yes,Married,Informal,Credit from informal sources,Saving at home,Remiting through family and friends,Primary education,Formally employed Private,41 - 45 yrs
1442,2268.882038,Central,Urban,1,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Don't use  financial institution,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Don't know,28,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Formally employed Private,26 - 30 yrs
1443,2268.882038,Central,Urban,2,Newspaper,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Have now,Have now,No,,,Bank,Taxi,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,Don't know,Don't know,35,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Tertiary education,Formally employed Private,31 - 35 yrs
1444,2268.882038,Central,Urban,4,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I want to avoid bank charges,GH¢201 - GH¢400 per month,GH¢401 - GH¢600 per month,49,Female,Yes,Widowed,Banked,Credit from family and friends,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1445,2268.882038,Central,Urban,6,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I want to avoid bank charges,Don't know,Don't know,20,Male,Yes,Never married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1446,2268.882038,Central,Urban,5,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,It costs too much to get to the bank,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,18,Male,Yes,Never married,Excluded,Credit from family and friends,Not saving,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1447,2268.882038,Central,Urban,1,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢1001 - GH¢1200 per month,Don't know,33,Female,Yes,Married,Informal,Credit from family and friends,Saving at home,Remitting informally,Primary education,Self employed,31 - 35 yrs
1449,2268.882038,Central,Urban,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I want to avoid bank charges,Don't know,Below GH¢200 per month,38,Female,Yes,Married,Informal,Credit from informal sources,Saving at home,Remitting informally,Primary education,Self employed,36 - 40 yrs
1450,2268.882038,Central,Urban,2,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,Don't know,23,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,No formal education,Remittance Dependent,21 - 25 yrs
1451,2268.882038,Central,Urban,1,Television,Yes,Yes,Have now,Never had,Have now,Have now,Never had,Never had,Never had,Used to but no longer have,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,Yes,I received most of my income as money,All,,Don't know,Don't know,63,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Remitting through other formal (non-bank),Tertiary education,Formally employed Private,46+ yrs
1452,2268.882038,Central,Urban,1,Television,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,Don't know,Don't know,79,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Vocational/Specialised training,Other Income,46+ yrs
1453,3805.866577,Central,Rural,2,Radio,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income as goods / services,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,42,Male,Yes,Married,Informal,Credit from informal sources,Saving at home,Not remitting,Primary education,Farming and Fishing,41 - 45 yrs
1454,3805.866577,Central,Rural,3,Radio,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,22,Female,Yes,Never married,Informal,Not borrowing,Saving informally,Not remitting,Vocational/Specialised training,Remittance Dependent,21 - 25 yrs
1455,3556.634907,Central,Rural,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Don't know,Don't know,49,Female,Yes,Married,Banked,Credit from bank,Saving at bank,Remitting informally,Primary education,Remittance Dependent,46+ yrs
1456,3556.634907,Central,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,42,Female,Yes,Married,Banked,Credit from informal sources,Saving informally,Remiting through family and friends,No formal education,Self employed,41 - 45 yrs
1457,5999.077872,Central,Urban,5,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,No,I received most of my income as money,Some,,Below GH¢200 per month,GH¢201 - GH¢400 per month,30,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Self employed,26 - 30 yrs
1458,5999.077872,Central,Urban,1,Broker /Representative from a financial institution,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,40,Female,Yes,Divorced,Informal,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Self employed,36 - 40 yrs
