CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
73722952,M,Secondary / secondary special,N,Municipal apartment,Business Entity Type 3,1,Sales staff,202500,-946,30000000
73722959,F,Secondary / secondary special,Y,House / apartment,Industry: type 7,0,Laborers,157500,-2756,30000000
73900011,M,Secondary / secondary special,Y,House / apartment,Housing,0,Drivers,270000,-448,10000000
73008302,F,Secondary / secondary special,Y,House / apartment,Postal,1,Core staff,67500,-2061,80000000
74819073,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,225000,-6620,30000000
74659742,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,162000,-1359,6000000
74286140,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,81000,-1392,80000000
73453215,M,Secondary / secondary special,Y,House / apartment,Services,1,High skill tech staff,202500,-2631,5000000
73647751,F,Higher education,Y,House / apartment,Business Entity Type 2,1,High skill tech staff,90000,-6101,0
74458171,F,Secondary / secondary special,Y,House / apartment,Government,2,Cleaning staff,72000,-1494,6000000
74570810,F,Higher education,N,House / apartment,Self-employed,1,Sales staff,135000,-354,0
74571043,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,2,Security staff,225000,-633,80000000
74571067,F,Higher education,Y,House / apartment,XNA,0,,202500,365243,0
73013002,F,Higher education,Y,House / apartment,Industry: type 9,1,Core staff,135000,-1299,50000000
74598998,F,Secondary / secondary special,Y,House / apartment,Electricity,0,High skill tech staff,112500,-4929,30000000
73138253,M,Lower secondary,N,With parents,Business Entity Type 3,0,Laborers,135000,-1262,1000000
73122661,M,Secondary / secondary special,Y,House / apartment,Housing,0,Laborers,225000,-5803,30000000
73474724,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-6425,0
74597185,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,,202500,-353,4000000
73006366,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Private service staff,135000,-650,30000000
73689768,F,Secondary / secondary special,Y,House / apartment,School,0,Cooking staff,67500,-4383,0
74433408,F,Higher education,Y,With parents,Business Entity Type 3,1,Waiters/barmen staff,157500,-1919,20000000
74994558,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,112500,-343,60000000
73376341,F,Secondary / secondary special,N,House / apartment,Industry: type 3,2,Laborers,315000,-5957,60000000
74391270,M,Secondary / secondary special,Y,House / apartment,Industry: type 7,0,Laborers,112500,-997,30000000
73416735,F,Higher education,Y,House / apartment,Electricity,0,Managers,247500,-10624,0
79350939,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Drivers,360000,-922,30000000
77170742,F,Secondary / secondary special,Y,House / apartment,Government,0,,60750,-260,30000000
75362515,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Drivers,135000,-854,20000000
75363875,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,,360000,-3255,80000000
76661944,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,315000,-2603,10000000
77183096,F,Secondary / secondary special,Y,House / apartment,Trade: type 3,1,Laborers,157500,-1832,80000000
75156049,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,81000,-1295,0
75155792,M,Secondary / secondary special,Y,House / apartment,Other,0,Laborers,202500,-4450,30000000
79373904,M,Secondary / secondary special,Y,House / apartment,Security,1,Security staff,130500,-845,20000000
75305853,F,Higher education,N,House / apartment,Business Entity Type 3,1,Accountants,391500,-2900,80000000
74480291,M,Higher education,N,Rented apartment,Business Entity Type 3,1,Managers,450000,-1678,0
79619994,M,Higher education,N,With parents,Self-employed,2,Drivers,225000,-221,0
79632574,F,Higher education,Y,House / apartment,Government,0,,184500,-2798,5000000
76066364,F,Higher education,Y,House / apartment,Government,0,Managers,360000,-7988,20000000
76077036,M,Secondary / secondary special,Y,House / apartment,Other,0,Core staff,112500,-241,30000000
75539952,M,Secondary / secondary special,Y,House / apartment,XNA,0,,225000,365243,60000000
77461368,M,Higher education,N,House / apartment,XNA,0,,315000,365243,80000000
76113291,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,3000000
76257140,F,Higher education,N,House / apartment,Self-employed,0,Laborers,157500,-1470,50000000
77012271,F,Secondary / secondary special,Y,House / apartment,XNA,0,,99000,365243,0
77043996,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,81000,-532,0
76268952,M,Higher education,Y,House / apartment,Business Entity Type 2,0,Managers,270000,-1267,5000000
73362474,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,2,Drivers,202500,-625,10000000
76297152,F,Secondary / secondary special,N,House / apartment,XNA,0,,90000,365243,30000000
76297191,M,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,30000000
75509501,F,Secondary / secondary special,N,House / apartment,Other,1,,180000,-1511,30000000
73890065,F,Secondary / secondary special,Y,House / apartment,Government,0,Medicine staff,67500,-1845,6000000
74585319,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,,90000,-201,30000000
74800539,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,270000,-7429,20000000
73254980,F,Secondary / secondary special,Y,Co-op apartment,Trade: type 3,0,Sales staff,108000,-312,0
73631062,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,144000,-2218,80000000
76494023,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,157500,-3367,0
73306408,F,Secondary / secondary special,Y,House / apartment,Housing,0,Laborers,153000,-556,50000000
76007762,M,Secondary / secondary special,Y,House / apartment,School,0,High skill tech staff,90000,-7260,60000000
76516954,M,Secondary / secondary special,Y,House / apartment,XNA,0,,225000,365243,0
76206961,F,Secondary / secondary special,Y,House / apartment,XNA,0,,65250,365243,0
74467430,F,Secondary / secondary special,Y,Municipal apartment,XNA,0,,225000,365243,0
74208931,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,0
73349655,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,90000,-1868,20000000
74699881,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Core staff,180000,-1130,0
74280921,M,Secondary / secondary special,Y,House / apartment,Other,0,Low-skill Laborers,225000,-1373,0
73141131,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Drivers,135000,-670,20000000
74777638,F,Higher education,N,House / apartment,Trade: type 2,0,High skill tech staff,112500,-2476,20000000
73132381,F,Higher education,N,With parents,Government,1,Core staff,157500,-2564,0
74624339,F,Secondary / secondary special,Y,House / apartment,Self-employed,2,Sales staff,112500,-2472,0
73198391,F,Secondary / secondary special,Y,House / apartment,School,0,Cleaning staff,112500,-2075,80000000
74303931,F,Higher education,N,House / apartment,XNA,0,,94500,365243,60000000
73122807,F,Secondary / secondary special,N,House / apartment,XNA,0,,90000,365243,0
74467490,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,,202500,-3486,0
74467491,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Private service staff,405000,-7857,30000000
73531744,M,Secondary / secondary special,N,Municipal apartment,Self-employed,0,Laborers,225000,-4908,20000000
73696408,F,Secondary / secondary special,Y,House / apartment,XNA,0,,110700,365243,20000000
74670990,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Managers,315000,-3069,6000000
73198210,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,180000,-3542,0
74015487,F,Secondary / secondary special,N,House / apartment,XNA,1,,112500,365243,30000000
75336153,F,Secondary / secondary special,Y,Co-op apartment,Kindergarten,0,Cleaning staff,103500,-209,6000000
75433866,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,Laborers,270000,-4572,0
75434513,F,Higher education,N,House / apartment,XNA,0,,184500,365243,80000000
76635033,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,,202500,-1824,0
77534133,F,Secondary / secondary special,N,House / apartment,XNA,0,,67500,365243,20000000
75104963,F,Higher education,N,Municipal apartment,Business Entity Type 3,0,,60750,-459,30000000
75120444,M,Secondary / secondary special,Y,House / apartment,Trade: type 3,0,Sales staff,112500,-991,30000000
75308325,M,Secondary / secondary special,Y,House / apartment,Government,0,Drivers,90000,-1610,0
77715900,F,Secondary / secondary special,Y,House / apartment,Housing,0,Cleaning staff,99000,-2527,30000000
81571623,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,0,Low-skill Laborers,112500,-2785,0
81604399,F,Secondary / secondary special,Y,House / apartment,XNA,0,,94500,365243,0
81611164,M,Higher education,Y,House / apartment,Business Entity Type 3,1,Managers,180000,-2274,10000000
81681690,F,Secondary / secondary special,N,House / apartment,Self-employed,1,Core staff,112500,-1050,0
81681077,F,Higher education,Y,House / apartment,Kindergarten,1,Core staff,90000,-5565,4000000
81682570,F,Secondary / secondary special,Y,House / apartment,Construction,0,Core staff,225000,-1776,30000000
81682508,M,Incomplete higher,Y,House / apartment,Government,0,Core staff,225000,-1502,10000000
78712258,M,Higher education,Y,House / apartment,XNA,0,,225000,365243,20000000
81751906,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,20000000
81859555,F,Secondary / secondary special,Y,House / apartment,XNA,0,,67500,365243,0
81921223,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,139500,-1006,0
81924869,M,Secondary / secondary special,Y,House / apartment,Other,0,Laborers,180000,-7702,0
81942047,F,Higher education,Y,House / apartment,Kindergarten,0,Core staff,112500,-2455,0
81947467,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,0
80856598,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-2094,10000000
81963237,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,2,,45000,-865,0
82014376,M,Higher education,N,With parents,Trade: type 2,0,Core staff,202500,-219,60000000
82033300,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
82166426,F,Lower secondary,N,House / apartment,Business Entity Type 3,0,Cleaning staff,67500,-3507,30000000
82168851,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Drivers,135000,-212,0
82172186,F,Incomplete higher,Y,House / apartment,Business Entity Type 3,0,Sales staff,270000,-536,0
82172504,F,Higher education,N,House / apartment,Business Entity Type 3,0,Sales staff,292500,-996,20000000
81351869,F,Secondary / secondary special,Y,House / apartment,Other,2,Managers,157500,-932,0
82185018,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,225000,-394,0
76668297,F,Secondary / secondary special,Y,House / apartment,XNA,0,,157500,365243,0
74624295,F,Higher education,Y,House / apartment,Services,0,Managers,247500,-1825,5000000
78273270,F,Higher education,Y,House / apartment,XNA,0,,135000,365243,30000000
76800661,M,Secondary / secondary special,Y,House / apartment,Government,0,Drivers,202500,-2603,30000000
77218424,M,Higher education,Y,House / apartment,Business Entity Type 3,2,,180000,-3694,0
73199931,F,Secondary / secondary special,N,House / apartment,School,2,Cleaning staff,157500,-2358,30000000
73199568,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,,360000,-1751,20000000
74821078,F,Secondary / secondary special,N,House / apartment,XNA,0,,90000,365243,50000000
73693096,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,180000,-382,20000000
73018621,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Cooking staff,209250,-1708,80000000
73146506,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Laborers,225000,-2840,0
74821016,M,Secondary / secondary special,N,Rented apartment,Business Entity Type 3,0,Laborers,135000,-215,50000000
74821019,F,Secondary / secondary special,N,House / apartment,Services,1,Private service staff,135000,-1861,80000000
73303335,F,Secondary / secondary special,Y,House / apartment,Trade: type 3,1,Core staff,180000,-959,0
74820826,F,Secondary / secondary special,Y,House / apartment,Industry: type 9,0,Laborers,112500,-167,5000000
74104834,M,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,30000000
73303401,F,Secondary / secondary special,N,House / apartment,Kindergarten,2,Managers,157500,-1687,0
73292196,F,Secondary / secondary special,Y,Municipal apartment,XNA,0,,180000,365243,30000000
73110397,F,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,112500,-2712,0
74678203,F,Secondary / secondary special,Y,House / apartment,School,3,Security staff,94500,-3818,30000000
74580924,F,Secondary / secondary special,N,Rented apartment,Self-employed,0,Sales staff,67500,-660,20000000
73221431,F,Higher education,N,House / apartment,Business Entity Type 1,1,,225000,-464,30000000
73812456,M,Incomplete higher,Y,House / apartment,Culture,0,Core staff,540000,-5591,20000000
74491877,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Sales staff,135000,-1341,60000000
79301497,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Sales staff,180000,-1475,30000000
79308372,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,202500,-8766,90000000
79708699,F,Higher education,Y,House / apartment,Culture,0,Core staff,157500,-504,30000000
79709156,F,Secondary / secondary special,Y,House / apartment,Transport: type 4,0,Drivers,135000,-3332,0
74815926,F,Higher education,Y,House / apartment,Government,1,High skill tech staff,337500,-4742,5000000
75630406,F,Higher education,Y,House / apartment,Business Entity Type 3,1,Laborers,90000,-473,90000000
75641509,M,Higher education,Y,House / apartment,Business Entity Type 3,2,,315000,-1463,0
78660073,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 1,1,Laborers,225000,-3000,30000000
76589710,F,Higher education,N,House / apartment,Business Entity Type 3,0,Accountants,180000,-426,0
